Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Grenada,GRD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..
Grenada,GRD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..
Grenada,GRD,Forest area (sq. km),AG.LND.FRST.K2,177,177,177,..,..
Grenada,GRD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,80.4921334064852,69.4191346669849,..,..,..
Grenada,GRD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Grenada,GRD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1213485185.18519,1043411111.11111,1122800000,1224577777.77778,1320334235.58897
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.676511738873756,-13.7566222572107,4.68747816934534,7.32074061551874,4.80928689883935
Grenada,GRD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.32753294754764,-0.299985587376284,2.79031777299367,1.62494161129776,2.87213286380504
Grenada,GRD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.67951202688308,4.90307786781958,5.33784586153663,4.11812385826105,3.26853264819758
Grenada,GRD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.6417603413492,13.0941605347134,14.5479555080553,16.1794238981841,14.912610079255
Grenada,GRD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..
Grenada,GRD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..
Grenada,GRD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..
Grenada,GRD,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..
Grenada,GRD,Start-up procedures to register a business (number),IC.REG.PROC,6,..,..,..,..
Grenada,GRD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,94.670969,96.03519242,81.06733007,..,..
Grenada,GRD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.4444301156924,2.97590746119115,1.24145758164245,2.17718748959197,..
Grenada,GRD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.3573362308136,40.2525903287295,42.9283933024581,51.1196602910754,49.6086507752954
Grenada,GRD,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,84.7492536301,86.0736050261,86.0851713044,..,..
Grenada,GRD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,525463057.5,658538747.6,725553605.6,670046333,..
Grenada,GRD,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,4.96776450555004,5.07008304088888,5.07414842773438,4.54089804917858,..
Grenada,GRD,Net migration,SM.POP.NETM,-190,0,-85,-200,-200
Grenada,GRD,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,55659995.9882995,49669769.2384621,50335138.550314,49748567.0370371,55436202.2222222
Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,208615795.721605,141277504.944757,152223567.1965,156234559.259259,163816991.111111
Grenada,GRD,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,119.618007114956,562.819909545467,546.826092525868,-746.504244245351,..
Guam,GUM,"Population, total",SP.POP.TOTL,168624,169231,170534,171774,172952
Guam,GUM,Population growth (annual %),SP.POP.GROW,-0.0320187846270383,0.359326132872351,0.767004481277612,0.724496899820096,0.683444002088191
Guam,GUM,Surface area (sq. km),AG.SRF.TOTL.K2,540,540,540,..,..
Guam,GUM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Guam,GUM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,..,..,..,..
Guam,GUM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..
Guam,GUM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..
Guam,GUM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..
Guam,GUM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.717,76.612,76.656,78.33,..
Guam,GUM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.623,2.593,2.569,2.55,..
Guam,GUM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,35.43,35.357,35.305,33.869,..
Guam,GUM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..
Guam,GUM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..
Guam,GUM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..
Guam,GUM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..
Guam,GUM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..
Guam,GUM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..
Guam,GUM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..
Guam,GUM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..
Guam,GUM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..
Guam,GUM,Forest area (sq. km),AG.LND.FRST.K2,280,280,280,..,..
Guam,GUM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,..,..,..
Guam,GUM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Guam,GUM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,6355000000,5916000000,6234000000,6910000000,..
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.52360203340596,-10.5188595714539,2.0581832574708,5.09986426216793,..
Guam,GUM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.43881496389949,4.03539008928644,3.25017571972322,5.46517905025054,..
Guam,GUM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..
Guam,GUM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..
Guam,GUM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.2501966955153,6.40635564570656,3.09592556945781,7.88712011577424,..
Guam,GUM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,55.8143194335169,57.2684246112238,58.7423804940648,63.9797395079595,..
Guam,GUM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..
Guam,GUM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..
Guam,GUM,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,..,..
Guam,GUM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..
Guam,GUM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Guam,GUM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..
Guam,GUM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..
Guam,GUM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,17.0259638080252,10.6659905341447,13.6669874879692,18.4225759768452,..
Guam,GUM,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,106.368155687,122.6197764668,120.6237073919,..,..
Guam,GUM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..
Guam,GUM,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..
Guam,GUM,Net migration,SM.POP.NETM,-1852,-244,-244,-500,-500
Guam,GUM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,..,..,..,..,..
Guam,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..
Guam,GUM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..
Guatemala,GTM,"Population, total",SP.POP.TOTL,16604026,16858333,17109746,17357886,17602431
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.56038604781094,1.51998785357799,1.4803168061015,1.43986849494773,1.39900898821501
Guatemala,GTM,Surface area (sq. km),AG.SRF.TOTL.K2,108890,108890,108890,..,..
Guatemala,GTM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Guatemala,GTM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,76754526650.1931,75708158313.9295,84366257991.3389,92770219290.6689,98164703555.5996
Guatemala,GTM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4620,4490,4930,5340,5580
Guatemala,GTM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,180619375097.978,186574552728.411,201994945206.08,225999440990.472,243226175801.416
Guatemala,GTM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,10880,11070,11810,13020,13820
Guatemala,GTM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.129,71.797,69.237,68.674,..
Guatemala,GTM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.61,2.484,2.395,2.354,..
Guatemala,GTM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,71.729,66.848,64.054,63.163,..
Guatemala,GTM,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..
Guatemala,GTM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..
Guatemala,GTM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,24.6,23.7,22.9,22.1,..
Guatemala,GTM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,14.4,..,..
Guatemala,GTM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90,88,81,83,..
Guatemala,GTM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,80.7314376831055,81.3348617553711,88.5031127929688,87.0075531005859,86.4279022216797
Guatemala,GTM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,52.6072883605957,51.9058113098145,48.3225402832031,46.1119003295898,47.6308784484863
Guatemala,GTM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.971830010414124,0.980570018291473,0.994180023670197,..,..
Guatemala,GTM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,..
Guatemala,GTM,Forest area (sq. km),AG.LND.FRST.K2,35394,35278,35162,..,..
Guatemala,GTM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,21.2974115866016,20.9157922783397,..,..,..
Guatemala,GTM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Guatemala,GTM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,77172317258.6478,77715183063.2054,86053083476.0294,95003330315.8754,102050473863.636
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.0178979343828,-1.79185769458479,8.0024080363912,4.11800416923388,3.48448472740903
Guatemala,GTM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.56578287211866,2.87326020166152,2.69350246182233,6.22430348653305,4.92291424110518
Guatemala,GTM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.40872555064273,9.92699186181468,9.29899681666786,9.30653254881256,9.2494509047079
Guatemala,GTM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.9422574352816,22.3333520354898,22.3425552842911,22.649550528696,22.241086727018
Guatemala,GTM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,17.6119761529528,16.3445130546925,17.7121044581955,19.0155395632265,17.1903750331698
Guatemala,GTM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,27.9047665962287,24.7985149483132,31.7794277331955,35.6544175752575,32.9382656639686
Guatemala,GTM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.3298367176167,13.5074453991815,16.8630806557174,16.6596535905532,16.3716452532994
Guatemala,GTM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.7162499284606,11.1192942602195,12.7188720174618,12.9802894991022,..
Guatemala,GTM,Start-up procedures to register a business (number),IC.REG.PROC,6,..,..,..,..
Guatemala,GTM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..
Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.430081218533133,0.441524325788993,0.397670423818451,0.462491769474559,..
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,122.0257077,117.4393951,125.6487512,115.1820498,..
Guatemala,GTM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,4.91934688390265,6.05086229097055,5.16706198933961,4.95392085157351,..
Guatemala,GTM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,40.2437053897326,38.2499259839921,46.9012827544321,50.3256042088564,43.6225313950872
Guatemala,GTM,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,99.7834646288,107.2141448003,106.2569030996,..,..
Guatemala,GTM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,25034633139.3,24813115712.1,26951811120.1,24991586615.2,..
Guatemala,GTM,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,2.69289288242655,4.58085841394173,1.8312480575874,5.65394232293764,..
Guatemala,GTM,Net migration,SM.POP.NETM,-58095,-23142,-29118,-9128,-9110
Guatemala,GTM,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,18007690,18664570,19967930,23852430,28297060
Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1170758860,1004371660,3626364530,1450072830,1545932630
Guatemala,GTM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,23.3828831633966,28.0591206010284,29.9566099808243,25.2190848586055,..
Guinea,GIN,"Population, total",SP.POP.TOTL,12877539,13205153,13531906,13859341,14190612
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.5376470778001,2.51225012110646,2.44431721949133,2.39091413366776,2.36211734721627
Guinea,GIN,Surface area (sq. km),AG.SRF.TOTL.K2,245860,245860,245860,..,..
Guinea,GIN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Guinea,GIN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,12161401431.85,12532996086.7882,13412479878.2122,16302673123.4856,19271126574.1609
Guinea,GIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,940,950,990,1180,1360
Guinea,GIN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,38747854978.8839,40219198253.9918,43433433100.8274,50375521463.5622,55952584781.2131
Guinea,GIN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3010,3050,3210,3630,3940
Guinea,GIN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.72,59.327,58.892,58.985,..
Guinea,GIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.576,4.489,4.399,4.303,..
Guinea,GIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,120.255,117.138,114.829,112.231,..
Guinea,GIN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..
Guinea,GIN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..
Guinea,GIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,103.7,101.2,98.7,96,..
Guinea,GIN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,15,..
Guinea,GIN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,47,47,47,47,..
Guinea,GIN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,56.9965400695801,60.7978096008301,63.183910369873,..,..
Guinea,GIN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,37.9919232403293,37.3931079993499,35.9549392998814,..,..
Guinea,GIN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.804893851280212,..,..,..,..
Guinea,GIN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.5,1.5,1.5,1.4,..
Guinea,GIN,Forest area (sq. km),AG.LND.FRST.K2,62290,61890,61490,..,..
Guinea,GIN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,13.5677625237768,14.2353325806022,..,..,..
Guinea,GIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Guinea,GIN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,13442861496.4128,14177835841.3923,16091817842.1318,20999229260.4995,23612295818.0961
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.61691446969918,4.92026637152216,3.90000000048747,4.69999999984769,7.06196002940651
Guinea,GIN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,9.40290765798821,4.69393802898557,11.4999999994591,10.9921489980271,7.39320302655362
Guinea,GIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.4272768144568,26.1378975684077,27.3199176328666,27.3199176325525,28.1957937712778
Guinea,GIN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,29.3907987023834,28.3330054431326,28.8351691222923,28.8351691223164,31.3382899643688
Guinea,GIN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.042049336042,46.6744988629892,42.9897509448761,43.6701925605735,39.1655132314051
Guinea,GIN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,43.3732638931509,68.3628951141662,62.8132595506566,63.8074675861835,29.8081312094496
Guinea,GIN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.7285576991074,31.3182439495749,29.347345625698,29.8118553015544,23.6013096617039
Guinea,GIN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..
Guinea,GIN,Start-up procedures to register a business (number),IC.REG.PROC,6,..,..,..,..
Guinea,GIN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.44513568163751,1.43889936596927,1.48454111736468,2.03715761863678,..
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,99.96476034,104.466802,101.9442494,..,..
Guinea,GIN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..
Guinea,GIN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,55.1593870246949,89.280198625554,89.6480443758796,64.7452334147079,60.6971897625312
Guinea,GIN,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,106.6437772505,117.9276612628,134.8434227101,..,..
Guinea,GIN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3539751345.2,4108722185.7,4607551461.1,4929016068.1,..
Guinea,GIN,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.877526179256899,1.10518159392048,1.21302140509212,1.27461691998645,..
Guinea,GIN,Net migration,SM.POP.NETM,-3243,-4364,-4367,-4000,-4000
Guinea,GIN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,82690000,22620000,43550000,134925700,..
Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,44400000,176350000,197610000,658300000,893153250
Guinea,GIN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,43.6480927830888,54.9626329984472,43.7551093582433,36.050054968906,..
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1970457,2015828,2060721,2105566,2150842
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.33629046990663,2.27645335668636,2.20258924567144,2.15283930362989,2.12750787782784
Guinea-Bissau,GNB,Surface area (sq. km),AG.SRF.TOTL.K2,36130,36130,36130,..,..
Guinea-Bissau,GNB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,50.5,..,..
Guinea-Bissau,GNB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1620995084.04644,1602379475.41674,1715796190.89497,1836421705.84436,1943502431.00375
Guinea-Bissau,GNB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,820,790,830,870,900
Guinea-Bissau,GNB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,4191484824.51988,4270925452.52923,4740590356.7293,5313475248.25025,5735375069.8915
Guinea-Bissau,GNB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2130,2120,2300,2520,2670
Guinea-Bissau,GNB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,7.9,..,..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.882,59.999,59.652,59.861,..
Guinea-Bissau,GNB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.172,4.094,4.005,3.925,..
Guinea-Bissau,GNB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,91.379,88.923,87.537,85.775,..
Guinea-Bissau,GNB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,21.2,..,..,..,..
Guinea-Bissau,GNB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,53.8,..,..,..,..
Guinea-Bissau,GNB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,79.8,77,74.5,71.9,..
Guinea-Bissau,GNB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,16.3,..,..,..,..
Guinea-Bissau,GNB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,79,72,63,75,..
Guinea-Bissau,GNB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..
Guinea-Bissau,GNB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..
Guinea-Bissau,GNB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..
Guinea-Bissau,GNB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.8,2.7,2.5,2.4,..
Guinea-Bissau,GNB,Forest area (sq. km),AG.LND.FRST.K2,19884.5,19800.1,19715.7,..,..
Guinea-Bissau,GNB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,7.87921942138538,7.99740771270617,..,..,..
Guinea-Bissau,GNB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Guinea-Bissau,GNB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1486476582.06759,1520479984.56808,1724555634.36594,1714166526.44573,1966461400.35833
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.50009293739862,1.50000000000006,6.39995262427662,4.19999023152431,4.24828229733396
Guinea-Bissau,GNB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-3.45217236825675,-1.00000832006856,2.69999358181801,7.30003423870163,7.01063547256433
Guinea-Bissau,GNB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.7967501891628,33.3459785389531,33.0325968635989,33.6349216444014,33.7082786997944
Guinea-Bissau,GNB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,15.6499334629247,15.588224875938,15.4710928048068,15.5601985731762,16.0561403626437
Guinea-Bissau,GNB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.0026855948093,23.2177401570215,24.6790035542533,21.0509825780844,17.919493358462
Guinea-Bissau,GNB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.9612029719511,31.5847146887394,30.8723344407044,30.3686398036714,28.2635924332409
Guinea-Bissau,GNB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.5974283047226,21.961408508319,19.3708375552509,21.4578181641334,24.0282495917156
Guinea-Bissau,GNB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.0036148881201,..,..,..,..
Guinea-Bissau,GNB,Start-up procedures to register a business (number),IC.REG.PROC,9,..,..,..,..
Guinea-Bissau,GNB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.56801327840185,1.68760178337827,1.60258794398635,1.6147644517108,..
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,80.71131758,94.94153271,108.5305095,125.9324571,..
Guinea-Bissau,GNB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..
Guinea-Bissau,GNB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.651193274646,37.8170055400855,41.2859977267,41.7695707478667,41.7501202846086
Guinea-Bissau,GNB,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,109.2867038492,108.6837066356,103.9026637949,..,..
Guinea-Bissau,GNB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,647787480.4,863436889.6,1072516428.8,1020898095.9,..
Guinea-Bissau,GNB,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,1.29818739297951,1.74155742793914,2.71054074651047,3.90848708052933,..
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,-1395,-1394,-1395,-1400,-1400
Guinea-Bissau,GNB,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,98051579.0071256,78641175.5067948,89262870.7997894,78747312.3516105,..
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,71658680.3379902,20989721.6146962,18529723.3545946,21658003.8438931,23799690
